,post,type,symptom,label
1738,Everything feels so pointless. I can't decide on anything and my mind just drifts off when I try to focus.,colloquial,"['Loss_of_interest_or_motivation', 'Inattention', 'Indecisiveness']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
1739,"I'm completely unmotivated, and it's like my brain shuts down when I have to make a decision. I can't pay attention to anything for long.",colloquial,"['Loss_of_interest_or_motivation', 'Inattention', 'Indecisiveness']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
1740,"I find myself constantly envisioning scenarios of my own death, fueled by a pervasive sense of hopelessness about the future and the belief that nothing will ever improve.",clinical,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1741,"I have recurrent thoughts of ending my life, compounded by a steadfast certainty that all my efforts are doomed to fail, rendering future plans meaningless.",clinical,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1742,I experience an overwhelming urge to research ways to die as I am plagued by the conviction that personal growth is an unattainable goal and that life will never change for the better.,clinical,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1743,"The intrusive thoughts about self-inflicted harm are persistent, coinciding with a resigned feeling that my future is devoid of hope or meaningful progress.",clinical,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1744,"I routinely plan the logistics of a suicide attempt, driven by relentless pessimism about my life's trajectory and an unyielding belief in forthcoming failures.",clinical,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1745,"I feel like ending it all sometimes because nothing I do seems to work out, and I can’t see anything ever getting better.",colloquial,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1746,It's like I'm stuck in this loop of thinking about death because I can't shake the feeling that I'll never succeed in anything.,colloquial,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1747,"I keep imagining what life would be like if I just disappeared, mostly because I doubt anything will ever change for me.",colloquial,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1748,"I’m always thinking about how to end things because it feels like no matter what I do, nothing is going to get better.",colloquial,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1749,Sometimes I just want to escape everything since I’m convinced all my future efforts will be a waste of time.,colloquial,"['Pessimism', 'Suicidal_ideas']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1750,I am experiencing persistent feelings of sadness accompanied by diminished ability to concentrate and difficulty falling asleep.,clinical,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1751,"I find myself feeling emotionally numb, unable to focus on tasks, and waking up frequently during the night.",clinical,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1752,"There is a pervasive sense of gloom, coupled with trouble wrapping up tasks and experiencing restless, unsatisfying sleep.",clinical,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1753,"I present with a distressed sense of emptiness, compounded by failure to follow through on instructions and initial insomnia.",clinical,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1754,"My emotional heaviness is constant, with concurrent problems in sustaining attention in play activities and waking up too early without being able to go back to sleep.",clinical,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1755,"I just feel empty all the time. Can't focus on anything, and sleep is all over the place.",colloquial,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1756,"Crying all the time, can't finish anything, and can't ever get a good night's sleep.",colloquial,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1757,"Everything feels heavy and gray, I keep losing track of what I'm doing, and I can't stay asleep.",colloquial,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1758,"Feeling numb, zoning out on everything, and I wake up in the middle of the night and can't fall back asleep.",colloquial,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1759,"I'm always sad, distracted by everything, and sleep's a mess with waking up all the time.",colloquial,"['Depressed_Mood', 'Inattention', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
1760,"I find myself feeling persistently sad and emotionally numb, and I struggle significantly with making even the smallest decisions, often taking longer than usual to decide on anything.",clinical,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1761,"Despite seeking reassurance from those around me, I continue to experience a pervasive sense of gloom, which amplifies my indecisiveness and leaves me paralyzed with fear of making the wrong choice.",clinical,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1762,"I am experiencing a persistent low mood that results in frequent crying spells, and I am overwhelmed by the need to weigh pros and cons excessively before making any decisions.",clinical,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1763,"My depressed mood is characterized by a sense of despair, which magnifies the mental fatigue I experience when faced with decision-making tasks, preventing me from proceeding confidently.",clinical,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1764,"I consistently feel emotionally heavy, and this feeling is exacerbated by the overwhelming anxiety and stress I experience when I need to make decisions, leading to avoidance behaviors.",clinical,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1765,I can’t stop crying and feel too empty to decide what to do next; even simple choices feel impossible and exhausting.,colloquial,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1766,"I’m so down lately, and the thought of making any decision sends me into a panic, so I end up doing nothing.",colloquial,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1767,I’m always second-guessing myself and feeling sad about everything; it’s like I can’t trust my own mind.,colloquial,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1768,"I feel so low that I can’t even decide what to eat without being scared I’ll choose wrong, so I just give up.",colloquial,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1769,"It’s like my heart feels heavy all the time, and I can’t make decisions without feeling crushed by stress.",colloquial,"['Depressed_Mood', 'Indecisiveness']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1770,"I experience persistent insomnia coupled with decreased energy levels, and often feel an exaggerated sense of worthlessness and a pervasive depressed mood.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1771,"Despite sleeping through the night, I wake up feeling exhausted and carry a persistent fatigue throughout the day, compounded by an overwhelming sense of guilt and persistent low mood.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1772,"I suffer from restless sleep and wake up multiple times during the night, which leaves me feeling drained and reinforces my feelings of worthlessness and persistent sadness.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1773,"My sleep disturbance includes frequent waking and nightmares, contributing to constant fatigue and an exaggerated sense of guilt, alongside a pervasive low mood.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1774,"I have difficulty falling and staying asleep, which results in a persistent lack of energy and heightens my feelings of guilt and depressed mood.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1775,"I can't seem to sleep well, and I'm always tired, feeling like I'm never enough and constantly sad.",colloquial,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1776,"I'm up all night, can't get any rest, and during the day, I feel so drained, like I'm worthless, and it's like a cloud of sadness is always over me.",colloquial,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1777,"No matter how much I sleep, I wake up exhausted, feeling guilty about everything and stuck in a low mood.",colloquial,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1778,"I feel like my sleep is all over the place, and I'm always tired, filled with guilt and sadness that just won't go away.",colloquial,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1779,"I'm tossing and turning all night, can barely get out of bed, and I'm constantly beating myself up with a sadness that lingers all day.",colloquial,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
1780,"I have been experiencing significant weight fluctuations due to irregular eating behaviors, alongside a persistent loss of libido and menstrual irregularities.",clinical,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1781,"My appetite has become uncontrollable, leading to recurrent binge eating episodes, while simultaneously, I am experiencing frequent urination and difficulty with sexual arousal.",clinical,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1782,"I am facing a notable decrease in appetite, which has contributed to a significant loss of weight, accompanied by symptoms of amenorrhea and a marked decline in sexual interest.",clinical,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1783,"There is a persistent feeling of a lack of control over my dietary intake that leads to overeating, and concurrently, I experience frequent nocturia and decreased libido.",clinical,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1784,"I have recently noticed significant weight loss due to restricted eating patterns, alongside experiencing symptoms like urinary incontinence and frigidity.",clinical,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1785,"I can't stop eating even when I'm not hungry, but I also feel like I have to pee all the time and have no interest in sex.",colloquial,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1786,"Lately, I've been losing weight because I don't feel like eating much, and on top of that, my sex drive is gone and my periods are all over the place.",colloquial,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1787,"I tend to binge eat when I'm stressed, but it's weird because I also feel like I need to rush to the bathroom more often and just don't feel sexual at all.",colloquial,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1788,"It's like I can't control my eating habits, and now I'm also dealing with having to get up at night to pee and no interest in sex.",colloquial,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1789,"I've been secretly eating a lot, feeling guilty about it, and at the same time, I just can't get interested in sex or even finish when I try.",colloquial,"['Genitourinary_symptoms', 'Weight_and_appetite_change']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1790,"I have been experiencing persistent fatigue and lack of energy, coupled with disturbed sleep patterns, and a noticeable loss of interest in previously enjoyable activities.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1791,"Despite adequate sleep, I feel persistently exhausted, which contributes to my diminished motivation to engage in daily tasks and social interactions.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1792,"I exhibit decreased energy levels and daytime fatigue, along with sleep disturbances, and a lack of enthusiasm for activities that once held my interest.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1793,"I struggle with an ongoing sense of physical and mental exhaustion, disturbed sleep, and a marked reduction in participation in significant activities.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1794,"There is a profound fatigue and heaviness that affects my ability to sleep effectively, as well as a persistent disinterest in maintaining social connections or pursuing hobbies.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1795,"I'm always tired, can't sleep well at night and don't feel like doing anything I used to enjoy.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1796,"Lately, I feel drained all the time, my sleep's a mess, and I just don't care about stuff I used to love.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1797,"I can't seem to get any real rest, I'm always exhausted, and I've just lost interest in everything.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1798,"I'm too tired to do anything, sleep is all over the place, and nothing really matters to me anymore.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1799,"Every day feels like a struggle: I'm exhausted, my sleep is never restful, and I've lost all motivation to do things.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
1800,"I experience a pervasive sense of gloom and have lost interest in activities I once found engaging, leading to significant social withdrawal.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1801,"Despite feeling emotionally numb and detached from others, I also find it difficult to engage in any academic responsibilities due to a persistent low mood.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1802,I exhibit a markedly diminished interest in significant activities and feel a constant sense of despair and emotional heaviness.,clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
