,post,type,symptom,description,label
561,I can't last long in bed and it's really embarrassing.,colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
562,I have a recurrent inability to delay ejaculation sufficient for sexual satisfaction.,clinical,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
563,"I finish way too soon every time, and it's so frustrating.",colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
564,My sexual performance is affected by premature ejaculation despite the desire to prolong intercourse.,clinical,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
565,"I can't control when I come, and it's affecting my relationship.",colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
566,There is a persistent pattern of ejaculation occurring sooner than I or my partner would like.,clinical,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
567,I always end up finishing before things even get started properly.,colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
568,I often feel distressed due to my inability to sustain ejaculation for a satisfactory duration.,clinical,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
569,I come too fast and it's really bothering me.,colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
570,I experience hesitancy when attempting to initiate urination.,clinical,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
571,Why is it so hard to start peeing when I need to?,colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
572,My urination is frequently delayed due to difficulty initiating the process.,clinical,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
573,I just sit there waiting for things to get going when I try to pee.,colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
574,I find myself unable to start urination without a significant delay.,clinical,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
575,It's frustrating how long it takes for me to actually start peeing.,colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
576,I require considerable effort and time before I can initiate urination.,clinical,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
577,I hate how I have to wait forever before I can actually start peeing.,colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
578,I consistently experience a delay in the onset of urination.,clinical,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
579,It's like my body just refuses to let me start peeing right away.,colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
580,I experience dysuria every time I urinate.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
581,"It hurts so much when I pee, like a burning sensation.",colloquial,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
582,There is a consistent and sharp pain during micturition.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
583,"Every time I pee, it feels like I'm on fire down there.",colloquial,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
584,I have persistent urethral discomfort when voiding.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
585,Peeing feels like knives down there.,colloquial,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
586,There is notable discomfort and pain localized to the urethra upon urination.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
587,I dread going to the bathroom because it hurts so bad to pee.,colloquial,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
588,I consistently experience painful urination and associated urinary discomfort.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
589,It's like a burning pain every single time I go to the bathroom.,colloquial,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
590,"I experience frequent awakenings at night due to the urge to urinate, which disrupts my sleep pattern.",clinical,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
591,"I'm waking up every night to pee, and it's seriously messing with my sleep.",colloquial,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
592,"I notice an increased frequency of nocturnal urination, which leads to significant sleep disturbances.",clinical,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
593,"I keep having to get up to use the bathroom in the middle of the night, and I'm so tired because of it.",colloquial,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
594,"I find myself needing to void my bladder multiple times at night, impacting my overall restfulness.",clinical,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
595,"I'm constantly waking up to pee at night, and it's driving me crazy.",colloquial,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
596,"I am experiencing nocturia, which results in sleep fragmentation and reduced sleep quality.",clinical,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
597,"Every night I have to get up to go to the bathroom, and it's exhausting.",colloquial,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
598,My sleep is repeatedly interrupted by the need to urinate during nighttime hours.,clinical,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
599,I can't get a full night's sleep because I always have to go pee in the middle of the night.,colloquial,Genitourinary_symptoms,Experiencing nocturia (waking up at night to urinate),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
600,I experience frequent involuntary leakage of urine.,clinical,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
601,I keep having accidents and can't hold my pee on time.,colloquial,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
602,There are episodes where I am unable to control my bladder.,clinical,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
603,"I can't stop peeing myself, even when I try to hold it in.",colloquial,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
604,"I experience urinary incontinence, causing unexpected urine release.",clinical,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
605,I keep wetting myself and it's getting really embarrassing.,colloquial,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
606,"I have difficulty with retaining urine, leading to leakage.",clinical,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
607,I can't make it to the bathroom on time and end up having accidents.,colloquial,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
608,"The issue of urinary incontinence has been persistent, with regular instances of loss of bladder control.",clinical,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
609,"I keep losing control and peeing myself, no matter where I am.",colloquial,Genitourinary_symptoms,Experiencing urinary incontinence,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
610,"I have noticed a marked decrease in the strength of my urinary stream, requiring increased effort to void.",clinical,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
611,"My urine stream is really weak, and it feels like I have to push just to pee.",colloquial,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
612,"During urination, the stream is significantly weaker than it used to be, and it feels incomplete.",clinical,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
613,It takes longer than usual to urinate because my flow is so slow.,colloquial,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
614,"There is a noticeable reduction in the velocity of my urinary stream, often requiring additional straining.",clinical,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
615,"When I go to the bathroom, my pee stream is super weak and it takes forever.",colloquial,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
616,"I experience difficulty with urination, characterized by a weak stream that leads to prolonged voiding times.",clinical,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
617,My pee comes out really slow and it's frustrating because it used to be fine.,colloquial,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
618,"The flow of urine has diminished considerably, and it requires significant effort to complete micturition.",clinical,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
619,Peeing is a hassle now because my stream is so weak and it's like it just dribbles out.,colloquial,Genitourinary_symptoms,Experiencing a weak urine stream,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
620,I consistently experience a sensation of incomplete bladder emptying despite urinating regularly.,clinical,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
621,I feel like I have to pee again right after I've just emptied my bladder.,colloquial,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
622,I have a persistent post-void sensation as if the bladder is not fully emptied.,clinical,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
623,"Every time I finish peeing, it feels like I didn't get it all out.",colloquial,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
624,I often feel an ongoing need to urinate shortly after voiding due to a sensation of incomplete bladder emptying.,clinical,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
625,"Even after going to the bathroom, it always feels like I still have to go.",colloquial,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
626,"Despite urination, I have a lingering sensation of not having fully emptied my bladder.",clinical,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
627,"No matter how much I pee, I always feel like my bladder's not empty.",colloquial,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
628,I encounter a recurring sensation of incomplete emptying of the bladder after urination.,clinical,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
629,I keep feeling like I have to use the bathroom again right after I've just finished.,colloquial,Genitourinary_symptoms,Experiencing a sensation of incomplete bladder emptying,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
630,"I experience recurrent dyspareunia during intercourse, characterized by persistent pain.",clinical,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
631,"Every time we have sex, it feels like I'm being stabbed down there.",colloquial,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
632,The presence of dyspareunia has significantly impacted my sexual activity.,clinical,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
633,Sex hurts so much that I dread it every time.,colloquial,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
634,I report experiencing sharp pain localized to the vaginal area during sexual intercourse.,clinical,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
635,It feels like my insides are tearing apart whenever we have sex.,colloquial,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
636,"Dyspareunia occurs consistently, leading to avoidance of sexual encounters.",clinical,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
637,I can't stand how much it hurts every time we try to have sex.,colloquial,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
638,The painful sensation experienced during intercourse has become a distressing aspect of my sexual life.,clinical,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
639,"I want to enjoy sex, but the pain is unbearable.",colloquial,Genitourinary_symptoms,Experiencing dyspareunia (painful intercourse),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
640,I experience a marked decrease in sexual desire and arousal.,clinical,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
641,I just don't feel interested in sex like I used to.,colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
642,My capacity for sexual arousal has significantly diminished.,clinical,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
643,"I can't get in the mood anymore, no matter what I do.",colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
644,I am experiencing a persistent reduction in sexual interest.,clinical,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
645,I really don't feel sexually attracted to anyone these days.,colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
646,There is a noticeable decline in my sexual arousal levels.,clinical,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
647,I just can't seem to get excited about sex anymore.,colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
648,My sexual drive has decreased considerably and is affecting my quality of life.,clinical,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
649,I feel like my interest in sex is completely gone.,colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
650,I consistently experience a significant delay in reaching ejaculation during sexual activity.,clinical,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
651,"I just can't finish during sex, no matter what we try.",colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
652,The process of reaching ejaculation takes an unusually extended period for me.,clinical,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
653,It takes me forever to ejaculate when I'm with my partner.,colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
654,I notice a prolonged delay in achieving ejaculation despite adequate sexual stimulation.,clinical,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
655,I don't know why I take so long to climax during sex.,colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
656,There is a persistent delay in my ability to ejaculate during intercourse.,clinical,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
657,"No matter how turned on I am, it takes ages for me to finish.",colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
658,I experience a recurrent and significant delay in time to ejaculation.,clinical,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
659,Getting to the point of climax takes way too long for me every time.,colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
660,I experience persistent difficulty achieving orgasm despite adequate stimulation and desire.,clinical,Genitourinary_symptoms,Experiencing anorgasmia (difficulty reaching orgasm),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
